bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1893391,2172,AB52,1,Introduced,2024-12-02,"Native American resources.","An act to amend Section 815.3 of the Civil Code, to amend Sections 65040.2, 65092, 65351, 65352, 65352.3, 65560, and 65562.5 of, and to repeal and add Section 65352.4 of, the Government Code, and to amend Sections 5097.9, 5097.94, 5097.95, 5097.98, 21073, 21074, 21080.3.1, 21080.3.2, 21082.3, and 21084.3 of, to repeal Section 5097.96 of, and to repeal and add Section 21083.09 of, the Public Resources Code, relating to Native American resources.",465,"Assembly Local Government",2025-04-28,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB52/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB52
1893392,2172,AB53,2,Engrossed,2025-05-29,"Personal income taxes: exclusion: Military Services Retirement and Surviving Spouse Benefit Payment Act.","An act to add and repeal Sections 17132.9 and 17132.10 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",488,"Senate Revenue and Taxation",2025-06-11,"Referred to Coms. on REV. & TAX. and M. & V.A.",https://legiscan.com/CA/bill/AB53/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB53
1893393,2172,AB54,2,Engrossed,2025-05-12,"Access to Safe Abortion Care Act.","An act to add Chapter 25 (commencing with Section 27050) to Division 20 of the Health and Safety Code, relating to reproductive health.",0,,2025-09-10,"Ordered to inactive file at the request of Senator Umberg.",https://legiscan.com/CA/bill/AB54/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB54
1893394,2172,AB55,4,Passed,2025-10-11,"Alternative birth centers: licensing and Medi-Cal reimbursement.","An act to amend Section 1204.3 of the Health and Safety Code, and to amend Section 14148.8 of the Welfare and Institutions Code, relating to alternative birth centers.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 595, Statutes of 2025.",https://legiscan.com/CA/bill/AB55/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB55
1893395,2172,AB56,4,Passed,2025-10-13,"Social media: warning labels.","An act to add Chapter 25 (commencing with Section 28000) to Division 20 of the Health and Safety Code, relating to social media platforms.",0,,2025-10-13,"Chaptered by Secretary of State - Chapter 671, Statutes of 2025.",https://legiscan.com/CA/bill/AB56/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB56
1893396,2172,AB57,5,Vetoed,2025-10-13,"California Dream for All Program: descendants of formerly enslaved people.","An act to amend Section 51523 of the Health and Safety Code, relating to housing.",0,,2025-10-13,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB57/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB57
1893397,2172,AB58,1,Introduced,2024-12-02,"University of California, Merced: medical school.","An act to add Article 6.4 (commencing with Section 92161) to Chapter 2 of Part 57 of Division 9 of Title 3 of the Education Code, relating to the University of California.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB58/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB58
1893398,2172,AB59,4,Passed,2025-10-01,"Reclamation District No. 108: hydroelectric power.","An act to amend and repeal Section 50906 of the Water Code, relating to reclamation districts.",0,,2025-10-01,"Chaptered by Secretary of State - Chapter 141, Statutes of 2025.",https://legiscan.com/CA/bill/AB59/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB59
1893400,2172,AB60,4,Passed,2025-10-07,"Cosmetic safety.","An act to amend Section 108980 of the Health and Safety Code, relating to public health.",0,,2025-10-07,"Chaptered by Secretary of State - Chapter 432, Statutes of 2025.",https://legiscan.com/CA/bill/AB60/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB60
1893401,2172,AB61,2,Engrossed,2025-06-02,"Electricity and natural gas: legislation imposing mandated programs and requirements: third-party review.","An act to add and repeal Section 3261 of the Public Utilities Code, relating to electricity.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB61/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB61
1893402,2172,AB62,5,Vetoed,2025-10-13,"Civil Rights Department: racially motivated eminent domain.","An act to amend Section 11041 of, and to add Chapter 8.5 (commencing with Section 12991) to Part 2.8 of Division 3 of Title 2 of, the Government Code, relating to state government.",0,,2025-10-13,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB62/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB62
1893403,2172,AB63,1,Introduced,2024-12-02,"Loitering with intent to commit prostitution.","An act to add Sections 653.20 and 653.22 to the Penal Code, relating to crimes.",468,"Assembly Public Safety",2025-04-29,"In committee: Hearing for testimony only.",https://legiscan.com/CA/bill/AB63/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB63
1894442,2172,AB64,4,Passed,2025-10-12,"Vital records.","An act to amend Section 103625 of, and to add Sections 102134 and 103227 to, the Health and Safety Code, relating to vital records.",0,,2025-10-12,"Chaptered by Secretary of State - Chapter 662, Statutes of 2025.",https://legiscan.com/CA/bill/AB64/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB64
1894443,2172,AB65,2,Engrossed,2025-05-29,"School and community college employees: paid disability and parental leave.","An act to amend Sections 44965, 45193, 87766, and 88193 of the Education Code, relating to employees.",477,"Senate Education",2025-06-18,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB65/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB65
1894444,2172,AB66,2,Engrossed,2025-06-05,"California Environmental Quality Act: exemption: egress route projects: fire safety.","An act to add and repeal Section 21080.53 of the Public Resources Code, relating to environmental quality.",485,"Senate Natural Resources and Water",2025-07-16,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB66/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB66
1894656,2172,AB67,1,Introduced,2024-12-04,"Attorney General: Reproductive Privacy Act: enforcement.","An act to amend Section 905 of, and to add Article 11 (commencing with Section 12670) to Chapter 6 of Part 2 of Division 3 of Title 2 of, the Government Code, relating to state government.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB67/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB67
1894816,2172,AB68,1,Introduced,2024-12-05,"School safety: armed school resource officers.","An act to amend Section 38000 of the Education Code, relating to school safety.",455,"Assembly Education",2025-05-06,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB68/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB68
1895841,2172,AB69,2,Engrossed,2025-06-05,"FAIR Plan policy notices and renewals.","An act to add Section 10095.2 to the Insurance Code, relating to insurance.",2449,"Senate Insurance",2025-09-11,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on INS.",https://legiscan.com/CA/bill/AB69/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB69
1896226,2172,AB70,4,Passed,2025-10-13,"Solid waste: organic waste: diversion: biomethane.","An act to amend Section 42652.5 of, and to add Section 40178 to, the Public Resources Code, relating to solid waste.",0,,2025-10-13,"Chaptered by Secretary of State - Chapter 678, Statutes of 2025.",https://legiscan.com/CA/bill/AB70/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB70
1896227,2172,AB71,1,Introduced,2024-12-11,"Ignition interlock devices.","An act to amend Sections 13352, 13352.1, 13352.4, 13353.3, 13353.4, 13353.5, 13353.6, 13353.75, 13386, 13390, 23103.5, 23247, 23573, 23575, 23575.3, 23576, and 23597 of, and to add and repeal Section 23575.6 of, the Vehicle Code, relating to vehicles.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB71/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB71
1896624,2172,AB72,1,Introduced,2024-12-12,"Elections: Bengali.","An act to add Section 2601 to the Elections Code, relating to elections.",4331,"Assembly Elections",2025-03-20,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB72/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB72
1896625,2172,AB73,1,Introduced,2024-12-12,"Mental Health: Black Mental Health Navigator Certification.","An act to add Sections 18998.15 and 18998.35 to the Welfare and Institutions Code, relating to mental health.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB73/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB73
1896849,2172,AB74,1,Introduced,2024-12-13,"Vehicles: financial responsibility.","An act relating to vehicles.",0,,2025-01-06,"Read first time.",https://legiscan.com/CA/bill/AB74/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB74
1897055,2172,AB75,2,Engrossed,2025-06-03,"Residential property insurance images.","An act to add Section 2035 to the Insurance Code, relating to insurance.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB75/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB75
1897056,2172,AB76,5,Vetoed,2025-10-13,"Surplus land: exempt surplus land: sectional planning area.","An act to amend Section 54221 of the Government Code, relating to land use.",0,,2025-10-13,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB76/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB76
1897215,2172,AB77,2,Engrossed,2025-05-01,"Gaming Policy Advisory Committee.","An act to amend Section 19817 of the Business and Professions Code, relating to gambling.",0,,2025-06-27,"Ordered to inactive file at the request of Senator Laird.",https://legiscan.com/CA/bill/AB77/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB77
1897437,2172,AB78,4,Passed,2025-07-14,"Attorney’s fees: book accounts.","An act to amend Section 1717.5 of the Civil Code, relating to attorney’s fees.",0,,2025-07-14,"Chaptered by Secretary of State - Chapter 28, Statutes of 2025.",https://legiscan.com/CA/bill/AB78/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB78
1897438,2172,AB79,4,Passed,2025-10-11,"Public social services: higher education.","An act to amend Section 10006 of the Welfare and Institutions Code, relating to public social services.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 607, Statutes of 2025.",https://legiscan.com/CA/bill/AB79/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB79
1897818,2172,AB80,2,Engrossed,2025-06-02,"Carpet recycling.","An act to amend Sections 42968, 42968.1, 42968.4, 42968.21, 42968.23, 42968.30, 42968.32, 42968.40, 42968.62, 42973.7, 42976, and 42978 of the Public Resources Code, relating to recycling.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB80/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB80
1897819,2172,AB81,5,Vetoed,2025-10-11,"Veterans: mental health.","An act to add and repeal Section 716 of the Military and Veterans Code, relating to veterans.",0,,2025-10-11,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB81/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB81
1898368,2172,AB82,4,Passed,2025-10-13,"Health care: legally protected health care activity.","An act to amend Sections 6215, 6215.1, 6215.2, 6218, 6218.01, and 6218.05 of the Government Code, to amend Sections 11165 and 11190 of the Health and Safety Code, and to amend Sections 629.51, 1269b, 13778.2, and 13778.3 of the Penal Code, relating to health care.",0,,2025-10-13,"Chaptered by Secretary of State - Chapter 679, Statutes of 2025.",https://legiscan.com/CA/bill/AB82/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB82
1898369,2172,AB83,1,Introduced,2024-12-20,"The California Elder Financial Abuse Prevention Act.","An act to add Division 27 (commencing with Section 120000) to the Financial Code, relating to financial institutions.",450,"Assembly Banking and Finance",2025-05-05,"Re-referred to Com. on B. & F.",https://legiscan.com/CA/bill/AB83/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB83
1898370,2172,AB84,2,Engrossed,2025-06-05,"School accountability: Office of the Education Inspector General: school financial and performance audits: charter school authorization, oversight, funding, operations, networks, and contracting: data systems: local educational agency contractor background checks and contracting.","An act to amend Sections 1240, 14500, 14501, 14502.1, 14503, 14504, 14504.2, 14505, 14506, 14507, 14508, 14509, 41020, 41020.2, 41020.3, 41020.5, 41020.8, 41341, 41344.4, 42100, 44258.9, 45037, 45125.1, 47604.32, 47604.33, 47605, 47605.6, 47612.5, 47634.2, 51745.6, 51746, 51747.5, and 51748 of, to add Sections 33309.5, 41020.4, 46149, 47604.35, 47604.6, 47605.8, 47605.10, and 47634.3 to, to add Article 7 (commencing with Section 47670) to Chapter 6 of Part 26.8 of Division 4 of Title 2 of, and to add Article 11.5 (commencing with Section 51827) to Chapter 5 of Part 28 of Division 4 of Title 2 of, and to add and repeal Section 46306 of, the Education Code, relating to school accountability.",0,,2025-09-12,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB84/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB84
1898371,2172,AB85,1,Introduced,2024-12-20,"Law enforcement: cooperation with immigration authorities.","An act to add Section 7282.7 to the Government Code, relating to law enforcement.",468,"Assembly Public Safety",2025-04-08,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB85/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB85
